TagId,DisplayName,UrlKeyword,Description
1ca90867-cdcf-43fc-8c1c-6b8c7efa4daa,70-332,70-332,Microsoft's 70-332 Advanced Solutions of Microsoft SharePoint Server 2013 exam is 1 of 5 exams required to obtain the MCSE: SharePoint certification
1cd224ed-2431-4f42-b402-e7f45c5a012d,linked-in,linked-in,
1cef3a7d-e889-4f15-9d49-31bea80fcc9f,technical-debt,technical-debt,"Technical debt is unfinished, poorly designed, or poorly implemented code that should be fixed before future work can be done or before new features can be added."
1cf3dafb-78df-4c48-8426-80c0fb09886d,entity-framework-4,entity-framework-4,
1d19ce2b-d753-4072-ac26-e00c5396467c,mangement,mangement,
1d28472d-f14b-4265-9a9e-65aeee39353d,sscp,sscp,Systems Security Certified Practitioner is a entry level security certification from (ISC)2.
1d598695-785b-4c1b-ab54-a7ff7b68e2eb,http,http,Hypertext Transfer Protocol (HTTP) is an application level network protocol that is used for content transfer across networks and the World Wide Web.
1d651cea-458d-495e-a124-55a7a5b79585,audio,audio,
1d95babe-c9de-4bcc-8ee3-242237e0f19c,business,business,
1d9d7af9-0cdc-4c77-87b0-8753f38419fc,mvvm,mvvm,"Model, View, ViewModel is a design pattern for building user-facing applications. Data is kept separate from presentation but can be linked with a ViewModel that coordinates the two."
1db8a176-d673-400e-9985-9a85ba1b942f,drupalize.me,"drupalize.me,drupalize-dot-me",
1e487f13-2be2-4c7a-8ea1-84ac3a4b9e8c,virtualization,virtualization,"Virtualization is the process of creating a virtual version of a device or resource, such as a server, storage device, network or operating system."
1e557cf2-08b3-4be8-9521-3e19f6a9862a,70-414,70-414,
1e66b595-24f1-4c99-b0ec-f93a42e8517f,rxjava,rxjava,
1e7a3286-e6b8-429f-9469-7e9eae2eba01,abstraction,abstraction,
1ea23dac-9c6f-45ef-b23e-aef32a870fec,642-902,642-902,Cisco's 642-902 ROUTE Implementing Cisco IP Routing exam. Passing this exam gives you credit towards the CCNP Routing and Switching and CCDP certifications.
1ea65116-d447-4f40-864c-d32c60da270c,android-4.0,"android-4.0,android-4dot0","Android 4.0 is the fourth major release of the mobile operating system from Google. It was code named ""Ice Cream Sandwich."""
1eded176-3b3b-4bb9-a7e3-50c170f7cb05,console,console,A mechanism for interacting with a computer operating system or software application by typing commands to perform specific tasks - as opposed to using a graphical user interface.
1f7e37b0-0690-4495-b966-bf87d64734e5,abstract-factory,abstract-factory,
1fa6474e-89ed-460c-a923-3033b2868a67,sharepoint-2013,sharepoint-2013,SharePoint Server 2013 is a collaboration software solution developed by Microsoft. This tag encompasses both development and administration topics related to the 2013 release.
1fb92b6f-2322-40ea-af57-127979c4b5d8,unit-testing,unit-testing,Unit Testing is the practice of writing executable specifications for isolated code that does not rely on external services or data.
1fc9dc09-9c5f-4e24-94a1-0287e4453311,tshoot,tshoot,
2013ee10-f318-40bb-b0da-09c51dd94382,lync-server-2013,lync-server-2013,"Microsoft Lync Server (formerly Microsoft Office Communications Server) is a communications server developed by Microsoft. Features include web conferencing, instant messaging, VoIP, and more. This tag is associated with courses that focus on the 2013 version of the product."
2016a4dd-faf6-416b-8fbb-a1dbf63280d5,graphics,graphics,
202e2a0c-1011-4a68-b448-fd8321d7317c,lx0-102,lx0-102,
20c8f2d1-a6f9-4197-8628-05c72bf09c06,drupal-7,drupal-7,
20d3b35b-977f-4a0f-86ae-92f99eb5c4c0,exchange-server-2007,exchange-server-2007,Exchange Server is an email server developed by Microsoft.  This tag is associated with courses that focus on the 2007 version of the product.
211c18e4-e01c-4965-ba3d-96bc054fe73e,embedded-systems,embedded-systems,
212ebfe7-58a6-4a80-8168-183e3b69ce6b,three-js,three-js,
214435b0-48a9-4c42-a370-e0b18d7f3212,text-editor developer-tools,text-editor developer-tools,
21530f7f-3ba9-4af8-93d7-4bd27f6e3885,oauth,oauth,
216885b6-7dd2-46a2-a275-68e0b0f3ea67,c++,"c++,cplusplus,cpp",C++ is a general purpose multiparadigm programming language based on C that is statically and supports both procedural and object-oriented programming.
21b45c19-840e-41d9-81e2-0815fde44117,cisco,cisco,Cisco is a industry leading vendor in networking hardware and software.
21c1cbe5-da65-492d-8cc7-d7ff0b2e36ca,java,java,"Java is a class-based, object-oriented programming language whose programs are compiled to bytecode that can then run on any Java Virtual Machine (JVM). One of the primary goals of the Java language is portability - programs written in Java run similarly on many different platforms (write once, run everywhere). Java also has extensive supporting libraries for common development tasks and local hardware access."
220b8772-6f87-442a-a6d9-bb8c5ea3c6e9,scala,scala,"Scala is a concise, statically typed scripting language that runs on the Java Virtual Machine. It combines concepts from both functional and imperative programming."
22542325-662f-4c2e-91af-e02938a88a49,underscore.js,"underscore.js,underscoredotjs","Underscore.js is a JavaScript library that provides useful helper functions such as map, reduce, and each. It runs on Node.js and in web browsers."
22543377-9fbb-4028-93d9-8fb787be649b,mongo-db,mongo-db,
22ae89d7-c158-4757-989e-47fcceee4ccb,dsc,dsc,
22affb90-0617-4595-b277-99e63549cd20,mcsa,mcsa,The Microsoft Certified Solutions Associate (MCSA) is an entry and junior level certification for IT professionals and developers.
22b40fc4-d0d4-4441-8052-91afcc419b64,devops,devops,"DevOps is a development strategy that involves both developers and IT admins in the deployment of applications. It features frequent deployments, extensive scripting of management tasks, and dynamic creation and configuration of servers."
22b856e5-5f64-40af-b22b-e339cd6b8993,caching,caching,Caching is a core design pattern where the result of a computationally expensive operation is saved and then reused on subsequent invocations of that operation. Caching is also used to speed up geographically or physically expensive operations. Invalidation of caches is one of the most difficult problems in computer science.
2308105a-8f7a-49be-850e-ca281247dc03,mocha,mocha,
233e0cce-4e70-406e-8326-69ec91169b09,70-450,70-450,"Microsoft's 70-450 Designing, optimizing, and maintaining a database administrative solution using Microsoft SQL Server 2008 exam. Passing this exam gives you credit towards the MCITP: Database Administrator 2008 certification."
2343847f-5467-448b-bfb5-7da4061b3e68,ccna-voice,ccna-voice,Cisco Certified Network Associate (CCNA) certification is for entry-level network engineers focused on networking fundamentals with Cisco hardware and IOS. This tag is associated with courses that focus on the CCNA Voice certification and exams.
234a710f-8e23-4a74-baf0-5174b1ff0215,ws,"ws,ws-star",ws-* is a term often used to collectively refer to the group of web service specifications that extend SOAP
23c3263e-d84d-46df-bedc-95c329740ed3,route,route,The Cisco CCNP ROUTE exam is one of three exams required for the Cisco CCNP Routing and Switching certification.
242d639e-c4c0-48e4-b7da-02ed071d7812,vsto,vsto,
2457a350-9aee-4043-841e-72f6fb1c5771,mysql,mysql,"MySQL is a widely used open source relational database owned by Oracle Corporation. A selection of storage engines offer features such as stored procedures, foreign key constraints, full-text indexing, triggers, and more. It is the core of many web development stacks such as LAMP (Linux, Apache, MySQL, PHP)."
24be1a00-03a2-4c8d-9847-8960af902767,soap,soap,
25327fb5-1fd5-4059-98bb-95bdd6510414,trainsignal,trainsignal,"TrainSignal is a video training company acquired by Pluralsight in 2013, focused on IT Professional content."
2549e096-0ea5-41b8-96da-3d7dd7a17533,ceu,"ceu,comptia-continuing-education-unit",Courses in this tag have been approved by CompTIA to apply to the CompTIA Continuing Education Program and renewing your CompTIA certifications.
259ee8f6-a57b-431d-b1f4-72d925f2fc0c,amazon-web-services,"amazon-web-services,aws","Amazon Web Services (AWS) is a collection of cloud-based services offered by Amazon for virtualization, computing and storage."
25a0d0c7-66fc-4232-aec9-c2818590fb7d,windows-server-2012-r2,windows-server-2012-r2,
2603f1a0-1217-4c99-a3d9-c037ee278a89,fitnesse,fitnesse,
26597ebf-d491-403b-9ef7-549fa4a513d3,windows-8,windows-8,"Windows 8 is a personal computer operating system primarily used on desktops, laptops, and tablets."
26707c11-52c1-4412-b125-8b43cd46994c,command-shell,command-shell,
2678d6da-60f3-4580-b8cd-181a953c7a3e,it-service-management,it-service-management,IT Service Management (ITSM) is the alignment of IT services with the business needs.
2698e0d1-8aa9-49cd-bab9-ae8869ff7bc2,cca-n,cca-n,
26d1f234-180d-45b8-9054-e77ec57ef3ce,selinux,selinux,
26e982b8-e057-4f49-abd2-13cda14dd129,comptia-ceu-storage,comptia-ceu-storage,
276eec49-9f8b-4cda-8b68-20b35196461c,office-365,office-365,
2785a8b5-7300-4771-92d6-97ead2153204,google-glass,google-glass,
28154021-27ae-408f-a1cb-a193f13caf52,abap,abap,
2870b506-da5b-4850-8808-0aaac3cec5aa,uml,uml,
28b2c55b-5efd-423c-94a7-d6a6fb667ee2,localization,localization,
291f7edf-c7f2-4b83-a8d4-64ac672d7f4f,git,git,"Git is a distributed source code control system developed by Linus Torvalds for the Linux project, but now used by millions worldwide. Major features are easy branching, multiple merge strategies, and fast offline functionality."
293be148-e62a-4798-882e-865340e08521,windows-azure-service-bus,windows-azure-service-bus,Windows Azure Service Bus is a cloud-hosted enterprise service bus from Microsoft that is part of their Windows Azure service offerings.
294fe7a2-211b-4300-93a7-b37d3b5d834f,apple,apple,"Apple, Inc. is a manufacturer of personal computers, mobile devices, operating systems, and consumer software. Products include iPhone, iPad, Mac OS, iOS, iTunes, and MacBook."
29deb7d7-eb4a-4e2c-a44e-e453013b78cf,ccna-routing-switching,ccna-routing-switching,The Cisco Certified Network Associate (CCNA) certification is for entry-level network engineers focused on networking fundamentals with Cisco hardware and IOS. This tag is associated with courses that focus on the CCNA Routing and Switching certification and exams.
29e0526d-0872-4f71-9c43-91cc74ecf80c,web-server,web-server,
2a9ed2a4-7cd6-4b26-a130-6df92b994022,data-center,data-center,"Data Center courses cover today's needs for enterprise servers, telecommunications and storage systems in a data center environment."
2ac0db84-5fbd-49c3-b25c-2fdbe6ccb06f,nosql,nosql,NoSQL refers to databases that can be queried without using the Structured Query Language. NoSQL databases often have no set schema but can store heterogeneous data.
2af3257e-9a6d-45f8-841d-cabffd9da052,twilio,twilio,
2af347a8-afc7-4aba-874a-6ece3307886e,.net,".net,dotnet","The .NET framework is a software development platform used primarily with Microsoft operating systems that is based on the Common Language Infrastructure specification.  Several implementations exist for a variety of platforms (desktop, mobile, embedded), but each includes a managed execution engine (called the Common Language Runtime by Microsoft), an implementation of the CLI-defined Base Class Library, and support for multiple programming languages."
2b1e0d1f-8a86-45ad-a2d4-2c87f250b476,220-802,220-802,"CompTIA's 220-802 is 1 of 2 exams required in order to obtain the CompTIA A+ Certification (2012 Objectives). This exam is focused on fundamental IT skills including operating systems, mobile devices, security and troubleshooting."
2b7338fb-2c8e-42c0-89f6-2b3658c3924b,70-687,70-687,Microsoft's 70-687 Configuring Windows 8 exam. This exam gives you credit towards the MCSA: Windows 8.
2b73c308-b1c8-4c2a-ac13-364c35581c65,leap-motion,leap-motion,
2b8d97c6-cffc-43ae-a3dd-f7f2a4ba9dea,epplus,epplus,
2ba16ec0-7886-413e-a43a-13989ff6756b,70-620,70-620,Microsoft's 70-620 Configuring Microsoft Windows Vista Client is an elective exam for the MCITP: Enterprise Administrator on Windows Server 2008 certification.
2ba3734c-360c-410d-b558-a17c4c5c9336,mcsa-windows-server-2012,mcsa-windows-server-2012,The Microsoft Certified Solutions Associate (MCSA) is an entry and junior level certification for IT professionals and developers. This tag is associated with courses that focus on the Windows Server 2012 exams.
2bf0308f-714d-4e04-8abf-eedb013f01c0,craft,craft,
2c1472bf-90d3-4eeb-83a9-335a8c528a33,lambda-expression,lambda-expression,
2cd4f06a-7ba4-42c2-887b-661c30143d5f,time-management,time-management,
2d004dc6-2d23-4842-af31-b2e4958be267,ws-addressing,ws-addressing,ws-addressing is the web service standard that provides advanced messaging capabilities that basically all other web service standards utilize
2eb060d5-0c24-4e3c-a15c-9f6af05bccbf,jsrender,jsrender,
2f04360b-3dbc-45d4-84c7-4baffded90d5,system-center-2012-r2,system-center-2012-r2,System Center is a suite of management tools for server infrastructure from Microsoft. This tag is associated with courses that focus on the 2012 R2 version of the product.
2f63d145-15e2-465e-b485-073b000dfd08,pmi,pmi,
2f9210fa-633f-4631-af1a-c8705f4e6a6f,c#-4.0,"c#-4.0,csharp-4dot0",
2fa50d29-20f3-4acb-882d-796a03eef8b7,federation,federation,
2fbb8a93-f6a7-4b5e-a33d-4d502d13cf94,coffeescript,coffeescript,"CoffeeScript is a transpiled language that emits JavaScript. It was designed to be a terse version of JavaScript with features such as classes, destructured assignment, and syntactical whitespace. It runs in the web browser or on Node.js."
2fdcd577-37eb-43e2-9251-553a0e943598,ruby-on-rails-4,ruby-on-rails-4,
2fe1bb64-88fc-414e-9802-dee734fb9352,routing-switching,"routing-switching,routing,switching","Courses tagged with routing and switching focus on the skills required to plan, install, operate, monitor, and troubleshooting network infrastructure."
309c8976-58d4-4ed8-acd0-f05ee9db100f,ray-tracing,ray-tracing,"Ray tracing is a computationally intensive way to generate images from 3d models using the path of light in, around, and through a scene. It can produce realistic images with reflections, shadows, and depth of field effects."
30dbd976-b47a-4188-8d04-ba553eb3c56e,documentation,documentation,
30e5b3c1-a6e5-46f7-baf5-d46db9ba5c46,analysis-services,analysis-services,
30efec5d-bf80-472a-9989-e8b451deda08,object-oriented-programming,object-oriented-programming,Object Oriented Programming is a design pattern where behavior is paired with the data that it depends upon.
312250ca-ea5a-44de-a60f-950d00c6714d,mac-os,mac-os,
315651d1-8927-4078-98a7-3b951c899b9e,mcse-data-platform,mcse-data-platform,The Microsoft Certified Solutions Expert (MCSE) certification is a professional level certification focused on Microsoft technologies. This tag is associated with courses that focus on the SQL Server exams.
